,CustomerId,Recency,Frequency,Monetary,Cluster,R_Score,F_Score,M_Score,RFM_Score,Segment,Churned
1158,14000,50,4,1410.68,0,3,4,4,344,Loyal Customers,False
1159,14001,9,7,2487.01,0,5,5,5,555,Champions,False
1160,14003,368,1,209.41,1,1,1,1,111,Hibernating,True
1161,14004,29,4,1675.81,0,4,4,4,444,Champions,False
1162,14006,164,4,1234.48,1,2,4,4,244,At Risk,True
1163,14007,148,1,79.48,1,2,1,1,211,Hibernating,True
1164,14008,68,1,509.04,0,3,1,3,313,Promising,False
1165,14009,98,1,404.3,0,2,1,2,212,Hibernating,True
1166,14010,201,2,445.15,1,1,2,2,122,At Risk,True
1167,14011,116,2,457.82,0,2,2,2,222,At Risk,True
1168,14013,16,2,611.5500000000001,0,4,2,3,423,Potential Loyalists,False
1169,14014,12,2,1443.03,0,5,2,4,524,Potential Loyalists,False
1170,14016,32,7,7062.2,0,4,5,5,455,Champions,False
1171,14017,207,1,229.75,1,1,1,1,111,Hibernating,True
1172,14018,281,1,367.15000000000003,1,1,1,2,112,Hibernating,True
1173,14020,112,2,606.21,0,2,2,3,223,At Risk,True
1174,14021,10,4,1084.68,0,5,4,4,544,Champions,False
1175,14022,122,1,352.15000000000003,0,2,1,2,212,Hibernating,True
1176,14024,26,1,318.04,0,4,1,2,412,Recent Customers,False
1177,14025,100,8,4057.9,0,2,5,5,255,At Risk,True
1178,14026,106,2,713.11,0,2,2,3,223,At Risk,True
1179,14028,186,3,10396.5,1,1,3,5,135,At Risk,True
1180,14030,2,14,5839.46,0,5,5,5,555,Champions,False
1181,14031,1,27,23632.72,3,5,5,5,555,Champions,False
1182,14032,2,6,1874.68,0,5,4,4,544,Champions,False
1183,14033,191,1,109.44,1,1,1,1,111,Hibernating,True
1184,14035,42,4,1366.73,0,3,4,4,344,Loyal Customers,False
1185,14037,114,4,689.75,0,2,4,3,243,At Risk,True
1186,14038,33,2,1509.5,0,4,2,4,424,Potential Loyalists,False
1187,14039,211,1,115.08000000000001,1,1,1,1,111,Hibernating,True
1188,14040,22,23,8963.49,0,4,5,5,455,Champions,False
1189,14042,361,1,431.98,1,1,1,2,112,Hibernating,True
1190,14043,127,2,302.6,0,2,2,2,222,At Risk,True
1191,14044,54,6,2431.28,0,3,4,5,345,Loyal Customers,False
1192,14045,9,13,9653.279999999999,0,5,5,5,555,Champions,False
1193,14047,8,10,2946.42,0,5,5,5,555,Champions,False
1194,14048,18,2,338.76,0,4,2,2,422,Potential Loyalists,False
1195,14049,23,9,7444.68,0,4,5,5,455,Champions,False
1196,14051,2,15,6784.01,0,5,5,5,555,Champions,False
1197,14052,26,1,241.3,0,4,1,1,411,Recent Customers,False
1198,14053,33,2,312.05,0,4,2,2,422,Potential Loyalists,False
1199,14055,213,2,795.3199999999999,1,1,2,3,123,At Risk,True
1200,14057,17,5,2135.0,0,4,4,4,444,Champions,False
1201,14058,98,2,469.19,0,2,2,2,222,At Risk,True
1202,14060,2,13,3378.66,0,5,5,5,555,Champions,False
1203,14061,143,3,917.4300000000001,1,2,3,3,233,At Risk,True
1204,14062,10,12,15120.800000000001,0,5,5,5,555,Champions,False
1205,14063,74,9,22710.2,0,2,5,5,255,At Risk,False
1206,14064,66,10,1925.9,0,3,5,4,354,Loyal Customers,False
1207,14065,25,3,891.02,0,4,3,3,433,Potential Loyalists,False
1208,14068,239,3,1250.8700000000001,1,1,3,4,134,At Risk,True
1209,14069,150,2,225.81,1,2,2,1,221,Hibernating,True
1210,14070,320,1,321.6,1,1,1,2,112,Hibernating,True
1211,14072,302,1,390.85,1,1,1,2,112,Hibernating,True
1212,14074,259,1,219.39999999999998,1,1,1,1,111,Hibernating,True
1213,14075,39,3,792.61,0,3,3,3,333,Potential Loyalists,False
1214,14077,31,1,115.66,0,4,1,1,411,Recent Customers,False
1215,14078,9,4,640.34,0,5,4,3,543,Loyal Customers,False
1216,14079,318,1,243.63,1,1,1,1,111,Hibernating,True
1217,14080,49,4,1070.08,0,3,4,4,344,Loyal Customers,False
1218,14081,5,9,4369.47,0,5,5,5,555,Champions,False
1219,14082,28,1,231.10999999999999,0,4,1,1,411,Recent Customers,False
1220,14083,7,3,373.3,0,5,3,2,532,Potential Loyalists,False
1221,14084,148,1,150.5,1,2,1,1,211,Hibernating,True
1222,14085,4,16,5607.43,0,5,5,5,555,Champions,False
1223,14086,98,1,39.95,0,2,1,1,211,Hibernating,True
1224,14087,40,2,638.0,0,3,2,3,323,Potential Loyalists,False
1225,14088,42,3,13544.99,0,3,3,5,335,Potential Loyalists,False
1226,14091,290,2,9530.08,1,1,2,5,125,At Risk,True
1227,14092,10,10,3152.54,0,5,5,5,555,Champions,False
1228,14094,75,1,311.77,0,2,1,2,212,Hibernating,False
1229,14095,358,1,2.95,1,1,1,1,111,Hibernating,True
1230,14097,117,2,422.85999999999996,0,2,2,2,222,At Risk,True
1231,14099,11,9,2646.7400000000002,0,5,5,5,555,Champions,False
1232,14101,24,7,3985.14,0,4,5,5,455,Champions,False
1233,14104,25,3,527.3199999999999,0,4,3,3,433,Potential Loyalists,False
1234,14105,44,4,4722.6,0,3,4,5,345,Loyal Customers,False
1235,14106,373,1,214.79999999999998,1,1,1,1,111,Hibernating,True
1236,14107,84,4,2174.07,0,2,4,5,245,At Risk,False
1237,14108,367,2,447.05,1,1,2,2,122,At Risk,True
1238,14110,71,21,7304.8,0,3,5,5,355,Loyal Customers,False
1239,14112,87,6,2919.44,0,2,4,5,245,At Risk,False
1240,14113,11,12,5252.1900000000005,0,5,5,5,555,Champions,False
1241,14114,31,5,977.5600000000001,0,4,4,3,443,Loyal Customers,False
1242,14115,137,2,622.6700000000001,0,2,2,3,223,At Risk,True
1243,14118,64,1,458.45,0,3,1,2,312,Promising,False
1244,14119,11,2,183.37,0,5,2,1,521,Potential Loyalists,False
1245,14122,42,3,362.42,0,3,3,2,332,Potential Loyalists,False
1246,14123,369,1,436.18,1,1,1,2,112,Hibernating,True
1247,14126,80,1,466.33000000000004,0,2,1,2,212,Hibernating,False
1248,14127,16,3,1190.3700000000001,0,4,3,4,434,Potential Loyalists,False
1249,14128,187,1,286.71,1,1,1,2,112,Hibernating,True
1250,14129,35,4,1467.48,0,4,4,4,444,Champions,False
1251,14130,11,3,1377.86,0,5,3,4,534,Potential Loyalists,False
1252,14131,284,1,168.22,1,1,1,1,111,Hibernating,True
1253,14133,369,1,305.5,1,1,1,2,112,Hibernating,True
1254,14134,18,15,11123.35,0,4,5,5,455,Champions,False
1255,14135,3,11,4953.61,0,5,5,5,555,Champions,False
1256,14136,36,5,1570.81,0,4,4,4,444,Champions,False
1257,14137,331,1,332.7,1,1,1,2,112,Hibernating,True
1258,14139,126,3,670.98,0,2,3,3,233,At Risk,True
1259,14142,9,2,671.34,0,5,2,3,523,Potential Loyalists,False
1260,14144,122,1,30.599999999999998,0,2,1,1,211,Hibernating,True
1261,14145,95,3,3857.85,0,2,3,5,235,At Risk,True
1262,14146,19,7,5259.3,0,4,5,5,455,Champions,False
1263,14147,24,7,2106.8,0,4,5,4,454,Champions,False
1264,14148,50,1,309.09000000000003,0,3,1,2,312,Promising,False
1265,14151,309,2,679.45,1,1,2,3,123,At Risk,True
1266,14152,23,5,1376.05,0,4,4,4,444,Champions,False
1267,14153,119,1,233.4,0,2,1,1,211,Hibernating,True
1268,14154,17,6,5115.08,0,4,4,5,445,Champions,False
1269,14156,7,102,196549.74,2,5,5,5,555,Champions,False
1270,14157,25,3,553.8000000000001,0,4,3,3,433,Potential Loyalists,False
1271,14159,15,9,3230.45,0,5,5,5,555,Champions,False
1272,14160,246,7,8421.47,1,1,5,5,155,At Risk,True
1273,14161,5,5,2182.46,0,5,4,5,545,Champions,False
1274,14163,98,1,148.71,0,2,1,1,211,Hibernating,True
1275,14166,141,2,251.15,1,2,2,2,222,At Risk,True
1276,14167,100,4,711.7,0,2,4,3,243,At Risk,True
1277,14168,56,2,370.45,0,3,2,2,322,Potential Loyalists,False
1278,14169,66,2,621.51,0,3,2,3,323,Potential Loyalists,False
1279,14170,11,3,570.18,0,5,3,3,533,Potential Loyalists,False
1280,14171,366,1,135.0,1,1,1,1,111,Hibernating,True
1281,14172,241,3,369.02,1,1,3,2,132,At Risk,True
1282,14173,277,2,135.16,1,1,2,1,121,Hibernating,True
1283,14175,54,5,4456.58,0,3,4,5,345,Loyal Customers,False
1284,14176,3,2,339.11,0,5,2,2,522,Potential Loyalists,False
1285,14177,17,9,1660.23,0,4,5,4,454,Champions,False
1286,14180,8,9,1570.73,0,5,5,4,554,Champions,False
1287,14181,46,2,308.35,0,3,2,2,322,Potential Loyalists,False
1288,14182,79,4,678.77,0,2,4,3,243,At Risk,False
1289,14183,47,2,278.34000000000003,0,3,2,2,322,Potential Loyalists,False
1290,14186,63,5,1550.63,0,3,4,4,344,Loyal Customers,False
1291,14187,109,1,123.5,0,2,1,1,211,Hibernating,True
1292,14189,4,2,1160.31,0,5,2,4,524,Potential Loyalists,False
1293,14190,302,1,79.9,1,1,1,1,111,Hibernating,True
1294,14191,30,2,132.9,0,4,2,1,421,Potential Loyalists,False
1295,14192,24,1,293.74,0,4,1,2,412,Recent Customers,False
1296,14193,32,1,356.8,0,4,1,2,412,Recent Customers,False
1297,14194,28,15,7321.07,0,4,5,5,455,Champions,False
1298,14195,75,4,1603.6,0,2,4,4,244,At Risk,False
1299,14197,46,1,390.05,0,3,1,2,312,Promising,False
1300,14198,36,5,868.33,0,4,4,3,443,Loyal Customers,False
1301,14199,59,3,906.3,0,3,3,3,333,Potential Loyalists,False
1302,14200,253,1,379.2,1,1,1,2,112,Hibernating,True
1303,14201,45,3,446.1,0,3,3,2,332,Potential Loyalists,False
1304,14202,17,3,847.76,0,4,3,3,433,Potential Loyalists,False
1305,14203,33,1,339.34,0,4,1,2,412,Recent Customers,False
1306,14204,58,3,874.22,0,3,3,3,333,Potential Loyalists,False
1307,14205,30,7,1947.5,0,4,5,4,454,Champions,False
1308,14206,24,2,856.85,0,4,2,3,423,Potential Loyalists,False
1309,14207,323,1,157.8,1,1,1,1,111,Hibernating,True
1310,14208,187,1,415.31,1,1,1,2,112,Hibernating,True
1311,14209,21,9,2919.84,0,4,5,5,455,Champions,False
1312,14210,7,11,3955.6800000000003,0,5,5,5,555,Champions,False
1313,14211,47,9,2161.19,0,3,5,5,355,Loyal Customers,False
1314,14212,81,1,1119.6599999999999,0,2,1,4,214,Others,False
1315,14213,40,1,1192.2,0,3,1,4,314,Promising,False
1316,14215,4,4,1626.61,0,5,4,4,544,Champions,False
1317,14216,50,1,310.74,0,3,1,2,312,Promising,False
1318,14217,2,7,1411.91,0,5,5,4,554,Champions,False
1319,14219,45,2,543.89,0,3,2,3,323,Potential Loyalists,False
1320,14220,203,2,882.5999999999999,1,1,2,3,123,At Risk,True
1321,14221,85,8,3084.69,0,2,5,5,255,At Risk,False
1322,14224,26,5,831.98,0,4,4,3,443,Loyal Customers,False
1323,14225,70,4,2031.07,0,3,4,4,344,Loyal Customers,False
1324,14226,77,1,770.34,0,2,1,3,213,Others,False
1325,14227,50,5,3017.75,0,3,4,5,345,Loyal Customers,False
1326,14228,73,3,745.5,0,2,3,3,233,At Risk,False
1327,14229,39,4,1046.84,0,3,4,4,344,Loyal Customers,False
1328,14230,71,3,979.8000000000001,0,3,3,3,333,Potential Loyalists,False
1329,14231,86,1,309.91,0,2,1,2,212,Hibernating,False
1330,14233,101,3,1441.55,0,2,3,4,234,At Risk,True
1331,14235,134,4,1573.1299999999999,0,2,4,4,244,At Risk,True
1332,14236,8,4,1253.78,0,5,4,4,544,Champions,False
1333,14237,9,2,471.14,0,5,2,2,522,Potential Loyalists,False
1334,14238,298,2,287.38,1,1,2,2,122,At Risk,True
1335,14239,67,10,1882.3200000000002,0,3,5,4,354,Loyal Customers,False
1336,14240,59,1,357.15,0,3,1,2,312,Promising,False
1337,14241,332,1,120.0,1,1,1,1,111,Hibernating,True
1338,14243,1,8,4842.28,0,5,5,5,555,Champions,False
1339,14244,296,1,366.41999999999996,1,1,1,2,112,Hibernating,True
1340,14247,40,4,616.79,0,3,4,3,343,Loyal Customers,False
1341,14248,95,2,730.37,0,2,2,3,223,At Risk,True
1342,14249,46,12,5400.461,0,3,5,5,355,Loyal Customers,False
1343,14252,17,1,350.99,0,4,1,2,412,Recent Customers,False
1344,14253,129,2,363.40000000000003,0,2,2,2,222,At Risk,True
1345,14254,68,1,601.03,0,3,1,3,313,Promising,False
1346,14255,182,1,1000.63,1,1,1,4,114,Others,True
1347,14256,127,3,1491.73,0,2,3,4,234,At Risk,True
1348,14257,16,4,2854.73,0,4,4,5,445,Champions,False
1349,14258,31,16,19381.36,0,4,5,5,455,Champions,False
1350,14260,107,3,824.28,0,2,3,3,233,At Risk,True
1351,14263,59,1,322.93,0,3,1,2,312,Promising,False
1352,14264,15,4,1183.39,0,5,4,4,544,Champions,False
1353,14265,100,2,843.17,0,2,2,3,223,At Risk,True
1354,14266,64,1,40.56,0,3,1,1,311,Promising,False
1355,14268,106,1,354.85,0,2,1,2,212,Hibernating,True
1356,14269,75,1,295.73,0,2,1,2,212,Hibernating,False
1357,14271,45,1,101.86,0,3,1,1,311,Promising,False
1358,14272,198,2,482.85,1,1,2,2,122,At Risk,True
1359,14274,322,1,256.6,1,1,1,2,112,Hibernating,True
1360,14275,31,6,1189.3799999999999,0,4,4,4,444,Champions,False
1361,14276,43,4,982.94,0,3,4,3,343,Loyal Customers,False
1362,14277,47,6,13009.61,0,3,4,5,345,Loyal Customers,False
1363,14278,45,1,205.83,0,3,1,1,311,Promising,False
1364,14279,156,2,191.86,1,2,2,1,221,Hibernating,True
1365,14281,44,1,245.15,0,3,1,1,311,Promising,False
1366,14282,3,11,4120.32,0,5,5,5,555,Champions,False
1367,14283,99,4,628.4399999999999,0,2,4,3,243,At Risk,True
1368,14284,289,1,704.4,1,1,1,3,113,Others,True
1369,14285,149,4,1374.41,1,2,4,4,244,At Risk,True
1370,14286,40,4,3851.0099999999998,0,3,4,5,345,Loyal Customers,False
1371,14290,49,3,2201.91,0,3,3,5,335,Potential Loyalists,False
1372,14291,16,12,4020.85,0,4,5,5,455,Champions,False
1373,14292,46,7,4354.32,0,3,5,5,355,Loyal Customers,False
1374,14293,4,6,2221.37,0,5,4,5,545,Champions,False
1375,14294,43,1,375.34,0,3,1,2,312,Promising,False
1376,14295,74,4,2196.71,0,2,4,5,245,At Risk,False
1377,14296,57,2,456.40000000000003,0,3,2,2,322,Potential Loyalists,False
1378,14298,11,38,39667.19,3,5,5,5,555,Champions,False
1379,14299,1,19,10533.87,0,5,5,5,555,Champions,False
1380,14301,52,3,1352.04,0,3,3,4,334,Potential Loyalists,False
1381,14302,66,3,742.9000000000001,0,3,3,3,333,Potential Loyalists,False
1382,14303,43,2,277.94,0,3,2,2,322,Potential Loyalists,False
1383,14304,15,2,1341.56,0,5,2,4,524,Potential Loyalists,False
1384,14306,14,4,1058.0800000000002,0,5,4,4,544,Champions,False
1385,14307,9,5,2075.31,0,5,4,4,544,Champions,False
1386,14308,185,2,1147.02,1,1,2,4,124,At Risk,True
1387,14309,49,2,1428.28,0,3,2,4,324,Potential Loyalists,False
1388,14310,68,1,492.1,0,3,1,2,312,Promising,False
1389,14311,203,1,206.19,1,1,1,1,111,Hibernating,True
1390,14312,14,5,1478.7,0,5,4,4,544,Champions,False
1391,14314,66,1,109.80000000000001,0,3,1,1,311,Promising,False
1392,14315,200,2,716.69,1,1,2,3,123,At Risk,True
1393,14316,58,5,1370.34,0,3,4,4,344,Loyal Customers,False
1394,14318,96,1,158.02,0,2,1,1,211,Hibernating,True
1395,14319,60,1,494.85,0,3,1,2,312,Promising,False
1396,14320,182,3,868.96,1,1,3,3,133,At Risk,True
1397,14321,67,2,687.3100000000001,0,3,2,3,323,Potential Loyalists,False
1398,14322,65,4,474.1,0,3,4,2,342,Loyal Customers,False
1399,14324,45,2,701.61,0,3,2,3,323,Potential Loyalists,False
1400,14325,205,1,245.48000000000002,1,1,1,1,111,Hibernating,True
1401,14326,99,2,757.13,0,2,2,3,223,At Risk,True
1402,14327,18,5,1583.28,0,4,4,4,444,Champions,False
1403,14328,74,1,445.05,0,2,1,2,212,Hibernating,False
1404,14329,11,8,4912.38,0,5,5,5,555,Champions,False
1405,14330,259,1,200.63,1,1,1,1,111,Hibernating,True
1406,14332,17,2,1077.2,0,4,2,4,424,Potential Loyalists,False
1407,14334,61,4,1766.27,0,3,4,4,344,Loyal Customers,False
1408,14338,172,1,339.88,1,2,1,2,212,Hibernating,True
1409,14339,64,1,310.75,0,3,1,2,312,Promising,False
1410,14341,56,10,2285.04,0,3,5,5,355,Loyal Customers,False
1411,14342,68,2,249.88,0,3,2,1,321,Potential Loyalists,False
1412,14343,57,4,1079.66,0,3,4,4,344,Loyal Customers,False
1413,14344,3,14,2443.77,0,5,5,5,555,Champions,False
1414,14346,61,3,1294.17,0,3,3,4,334,Potential Loyalists,False
1415,14347,372,1,82.6,1,1,1,1,111,Hibernating,True
1416,14350,16,2,689.1,0,4,2,3,423,Potential Loyalists,False
1417,14353,46,2,285.9,0,3,2,2,322,Potential Loyalists,False
1418,14355,1,3,840.0500000000001,0,5,3,3,533,Potential Loyalists,False
1419,14358,25,2,400.06,0,4,2,2,422,Potential Loyalists,False
1420,14361,214,1,214.70999999999998,1,1,1,1,111,Hibernating,True
1421,14363,38,2,227.47000000000003,0,3,2,1,321,Potential Loyalists,False
1422,14365,30,2,634.68,0,4,2,3,423,Potential Loyalists,False
1423,14366,161,1,136.0,1,2,1,1,211,Hibernating,True
1424,14369,278,2,469.13,1,1,2,2,122,At Risk,True
1425,14370,86,6,1175.78,0,2,4,4,244,At Risk,False
1426,14372,79,2,860.08,0,2,2,3,223,At Risk,False
1427,14374,177,1,108.0,1,1,1,1,111,Hibernating,True
1428,14375,86,2,871.26,0,2,2,3,223,At Risk,False
1429,14376,319,1,215.46,1,1,1,1,111,Hibernating,True
1430,14378,257,1,131.25,1,1,1,1,111,Hibernating,True
1431,14379,29,2,917.06,0,4,2,3,423,Potential Loyalists,False
1432,14380,318,1,48.96,1,1,1,1,111,Hibernating,True
1433,14381,87,1,423.26,0,2,1,2,212,Hibernating,False
1434,14382,26,1,578.14,0,4,1,3,413,Recent Customers,False
1435,14384,136,1,58.5,0,2,1,1,211,Hibernating,True
1436,14388,8,9,3488.16,0,5,5,5,555,Champions,False
1437,14389,60,3,854.55,0,3,3,3,333,Potential Loyalists,False
1438,14390,8,5,1731.16,0,5,4,4,544,Champions,False
1439,14391,212,1,135.6,1,1,1,1,111,Hibernating,True
1440,14392,68,1,266.4,0,3,1,2,312,Promising,False
1441,14394,200,1,93.8,1,1,1,1,111,Hibernating,True
1442,14395,8,12,4630.7,0,5,5,5,555,Champions,False
1443,14396,7,6,1591.74,0,5,4,4,544,Champions,False
1444,14398,37,2,707.79,0,3,2,3,323,Potential Loyalists,False
1445,14399,30,8,2108.21,0,4,5,4,454,Champions,False
1446,14400,44,2,1157.77,0,3,2,4,324,Potential Loyalists,False
1447,14401,60,9,2744.42,0,3,5,5,355,Loyal Customers,False
1448,14402,288,1,285.6,1,1,1,2,112,Hibernating,True
1449,14403,225,2,404.7,1,1,2,2,122,At Risk,True
1450,14404,5,8,1404.04,0,5,5,4,554,Champions,False
1451,14405,22,1,195.0,0,4,1,1,411,Recent Customers,False
1452,14408,107,4,1503.2400000000002,0,2,4,4,244,At Risk,True
1453,14409,4,5,1696.64,0,5,4,4,544,Champions,False
1454,14410,12,2,1531.63,0,5,2,4,524,Potential Loyalists,False
1455,14412,60,1,656.16,0,3,1,3,313,Promising,False
1456,14413,46,3,643.47,0,3,3,3,333,Potential Loyalists,False
1457,14414,10,1,902.35,0,5,1,3,513,Recent Customers,False
1458,14415,15,10,6124.52,0,5,5,5,555,Champions,False
1459,14417,23,1,524.65,0,4,1,3,413,Recent Customers,False
1460,14419,18,1,202.85,0,4,1,1,411,Recent Customers,False
1461,14420,32,3,1251.65,0,4,3,4,434,Potential Loyalists,False
1462,14421,148,4,1656.26,1,2,4,4,244,At Risk,True
1463,14422,10,13,6007.88,0,5,5,5,555,Champions,False
1464,14423,73,2,651.41,0,2,2,3,223,At Risk,False
1465,14425,70,3,661.39,0,3,3,3,333,Potential Loyalists,False
1466,14426,39,7,7246.27,0,3,5,5,355,Loyal Customers,False
1467,14427,130,2,900.1800000000001,0,2,2,3,223,At Risk,True
1468,14429,39,1,516.28,0,3,1,3,313,Promising,False
1469,14430,147,3,1220.9,1,2,3,4,234,At Risk,True
1470,14431,15,3,2143.84,0,5,3,5,535,Potential Loyalists,False
1471,14433,101,1,280.7,0,2,1,2,212,Hibernating,True
1472,14435,137,1,90.42,0,2,1,1,211,Hibernating,True
1473,14436,189,1,182.64000000000001,1,1,1,1,111,Hibernating,True
1474,14437,1,5,873.34,0,5,4,3,543,Loyal Customers,False
1475,14439,79,4,6781.8,0,2,4,5,245,At Risk,False
1476,14440,1,9,4281.05,0,5,5,5,555,Champions,False
1477,14441,10,7,2898.8,0,5,5,5,555,Champions,False
1478,14442,50,5,3777.2,0,3,4,5,345,Loyal Customers,False
1479,14443,4,2,966.27,0,5,2,3,523,Potential Loyalists,False
1480,14444,92,1,120.44,0,2,1,1,211,Hibernating,True
1481,14445,91,1,221.65,0,2,1,1,211,Hibernating,True
1482,14446,22,1,189.93,0,4,1,1,411,Recent Customers,False
1483,14447,36,1,548.5,0,4,1,3,413,Recent Customers,False
1484,14449,8,5,1555.4,0,5,4,4,544,Champions,False
1485,14450,15,4,645.19,0,5,4,3,543,Loyal Customers,False
1486,14451,25,10,2614.78,0,4,5,5,455,Champions,False
1487,14452,31,2,399.9,0,4,2,2,422,Potential Loyalists,False
1488,14454,12,5,977.3,0,5,4,3,543,Loyal Customers,False
1489,14455,68,4,617.72,0,3,4,3,343,Loyal Customers,False
1490,14458,16,1,228.07,0,4,1,1,411,Recent Customers,False
1491,14459,287,1,3537.821,1,1,1,5,115,Others,True
1492,14460,32,6,659.16,0,4,4,3,443,Loyal Customers,False
1493,14461,18,10,4573.85,0,4,5,5,455,Champions,False
1494,14462,68,1,262.24,0,3,1,2,312,Promising,False
1495,14463,135,1,256.95,0,2,1,2,212,Hibernating,True
1496,14464,204,2,111.0,1,1,2,1,121,Hibernating,True
1497,14465,64,8,2887.4100000000003,0,3,5,5,355,Loyal Customers,False
1498,14466,8,7,2374.5,0,5,5,5,555,Champions,False
1499,14467,25,8,1606.98,0,4,5,4,454,Champions,False
1500,14468,369,1,204.24,1,1,1,1,111,Hibernating,True
1501,14469,52,4,2093.46,0,3,4,4,344,Loyal Customers,False
1502,14470,66,1,250.85,0,3,1,2,312,Promising,False
1503,14471,227,2,400.95,1,1,2,2,122,At Risk,True
1504,14472,325,1,266.05,1,1,1,2,112,Hibernating,True
1505,14474,215,1,711.23,1,1,1,3,113,Others,True
1506,14475,44,1,225.3,0,3,1,1,311,Promising,False
1507,14477,72,3,660.0,0,2,3,3,233,At Risk,False
1508,14478,18,4,1276.66,0,4,4,4,444,Champions,False
1509,14479,1,3,982.86,0,5,3,3,533,Potential Loyalists,False
1510,14480,38,3,1020.47,0,3,3,4,334,Potential Loyalists,False
1511,14481,43,3,1648.18,0,3,3,4,334,Potential Loyalists,False
1512,14482,15,6,2283.91,0,5,4,5,545,Champions,False
1513,14483,372,1,120.0,1,1,1,1,111,Hibernating,True
1514,14484,37,3,749.0600000000001,0,3,3,3,333,Potential Loyalists,False
1515,14486,147,2,175.5,1,2,2,1,221,Hibernating,True
1516,14487,4,2,225.89000000000001,0,5,2,1,521,Potential Loyalists,False
1517,14489,73,3,1111.55,0,2,3,4,234,At Risk,False
1518,14490,42,2,1273.47,0,3,2,4,324,Potential Loyalists,False
1519,14491,8,1,127.2,0,5,1,1,511,Recent Customers,False
1520,14492,66,7,1921.91,0,3,5,4,354,Loyal Customers,False
1521,14493,26,5,2704.62,0,4,4,5,445,Champions,False
1522,14494,37,2,261.9,0,3,2,2,322,Potential Loyalists,False
1523,14495,295,1,51.0,1,1,1,1,111,Hibernating,True
1524,14496,9,6,2129.42,0,5,4,4,544,Champions,False
1525,14497,309,1,221.69,1,1,1,1,111,Hibernating,True
1526,14498,37,5,1943.51,0,3,4,4,344,Loyal Customers,False
1527,14499,10,4,1293.3500000000001,0,5,4,4,544,Champions,False
1528,14505,40,11,6019.65,0,3,5,5,355,Loyal Customers,False
1529,14506,5,3,1256.6000000000001,0,5,3,4,534,Potential Loyalists,False
1530,14507,14,5,1848.8600000000001,0,5,4,4,544,Champions,False
1531,14508,12,3,554.87,0,5,3,3,533,Potential Loyalists,False
1532,14509,170,1,110.95,1,2,1,1,211,Hibernating,True
1533,14510,11,3,979.85,0,5,3,3,533,Potential Loyalists,False
1534,14512,19,5,940.69,0,4,4,3,443,Loyal Customers,False
1535,14513,72,3,332.42,0,2,3,2,232,At Risk,False
1536,14514,72,6,3389.84,0,2,4,5,245,At Risk,False
1537,14515,23,6,1647.17,0,4,4,4,444,Champions,False
1538,14516,152,1,151.17,1,2,1,1,211,Hibernating,True
1539,14519,319,2,203.14,1,1,2,1,121,Hibernating,True
1540,14521,127,1,199.45000000000002,0,2,1,1,211,Hibernating,True
1541,14522,231,4,773.8800000000001,1,1,4,3,143,At Risk,True
1542,14524,45,4,1066.03,0,3,4,4,344,Loyal Customers,False
1543,14525,64,8,3810.64,0,3,5,5,355,Loyal Customers,False
1544,14526,25,1,258.65,0,4,1,2,412,Recent Customers,False
1545,14527,1,69,19257.08,3,5,5,5,555,Champions,False
1546,14530,32,10,3226.76,0,4,5,5,455,Champions,False
1547,14531,115,1,376.34,0,2,1,2,212,Hibernating,True
1548,14532,47,7,2912.93,0,3,5,5,355,Loyal Customers,False
1549,14533,43,4,1516.65,0,3,4,4,344,Loyal Customers,False
1550,14534,33,8,1790.36,0,4,5,4,454,Champions,False
1551,14535,31,6,3118.39,0,4,4,5,445,Champions,False
1552,14537,259,1,285.84000000000003,1,1,1,2,112,Hibernating,True
1553,14538,166,3,982.59,1,2,3,3,233,At Risk,True
1554,14540,15,8,2756.98,0,5,5,5,555,Champions,False
1555,14541,52,6,1038.03,0,3,4,4,344,Loyal Customers,False
1556,14543,16,23,10988.14,0,4,5,5,455,Champions,False
1557,14544,106,1,934.23,0,2,1,3,213,Others,True
1558,14545,310,1,349.25,1,1,1,2,112,Hibernating,True
1559,14546,12,6,2610.91,0,5,4,5,545,Champions,False
1560,14548,120,7,1888.49,0,2,5,4,254,At Risk,True
1561,14549,56,3,624.36,0,3,3,3,333,Potential Loyalists,False
1562,14550,24,2,587.69,0,4,2,3,423,Potential Loyalists,False
1563,14551,47,5,691.86,0,3,4,3,343,Loyal Customers,False
1564,14552,16,2,343.71,0,4,2,2,422,Potential Loyalists,False
1565,14553,47,4,959.33,0,3,4,3,343,Loyal Customers,False
1566,14555,17,4,1991.49,0,4,4,4,444,Champions,False
1567,14556,232,3,815.69,1,1,3,3,133,At Risk,True
1568,14558,290,3,655.5,1,1,3,3,133,At Risk,True
1569,14559,26,1,75.6,0,4,1,1,411,Recent Customers,False
1570,14560,15,22,3876.2599999999998,0,5,5,5,555,Champions,False
1571,14562,26,8,1631.38,0,4,5,4,454,Champions,False
1572,14563,145,2,640.54,1,2,2,3,223,At Risk,True
1573,14564,70,2,2605.62,0,3,2,5,325,Potential Loyalists,False
1574,14565,109,1,760.1,0,2,1,3,213,Others,True
1575,14566,53,3,2660.0,0,3,3,5,335,Potential Loyalists,False
1576,14568,71,1,919.7,0,3,1,3,313,Promising,False
1577,14569,88,3,369.94,0,2,3,2,232,At Risk,False
1578,14570,79,1,395.69,0,2,1,2,212,Hibernating,False
1579,14571,61,1,160.0,0,3,1,1,311,Promising,False
