,CustomerId,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Cluster,Churned
994,13349,11,1,247.32,5,1,1,511,Recent Customers,1,False
995,13350,16,2,979.12,5,2,3,523,Potential Loyalists,1,False
996,13351,66,1,373.94,3,1,2,312,Promising,1,False
997,13352,60,1,397.97999999999996,3,1,2,312,Promising,1,False
998,13354,71,1,743.53,3,1,3,313,Promising,1,False
999,13355,122,1,674.7,3,1,3,313,Promising,1,False
1000,13356,80,1,768.24,3,1,3,313,Promising,1,False
1001,13357,257,5,3805.5099999999998,2,4,5,245,At Risk,1,True
1002,13358,269,1,439.03,2,1,2,212,Hibernating,0,True
1003,13359,64,2,1043.31,3,2,3,323,Potential Loyalists,1,False
1004,13360,432,4,1553.65,1,3,4,134,At Risk,0,True
1005,13361,472,2,1450.5,1,2,4,124,At Risk,0,True
1006,13362,9,7,5394.07,5,4,5,545,Champions,1,False
1007,13363,18,3,1723.86,5,3,4,534,Potential Loyalists,1,False
1008,13364,71,1,134.95999999999998,3,1,1,311,Promising,1,False
1009,13365,34,2,2225.37,4,2,4,424,Potential Loyalists,1,False
1010,13366,50,1,56.160000000000004,4,1,1,411,Recent Customers,1,False
1011,13367,432,1,510.20000000000005,1,1,2,112,Hibernating,0,True
1012,13368,257,4,1121.5,2,3,3,233,At Risk,1,True
1013,13369,366,1,308.28000000000003,2,1,2,212,Hibernating,0,True
1014,13370,372,1,754.87,2,1,3,213,Others,0,True
1015,13371,505,2,2297.66,1,2,4,124,At Risk,0,True
1016,13372,90,1,378.64,3,1,2,312,Promising,1,False
1017,13373,61,6,7587.1900000000005,3,4,5,345,Loyal Customers,1,False
1018,13374,415,2,422.8,1,2,2,122,At Risk,0,True
1019,13375,89,2,1792.23,3,2,4,324,Potential Loyalists,1,False
1020,13376,99,3,1019.76,3,3,3,333,Potential Loyalists,1,False
1021,13377,397,2,1552.88,2,2,4,224,At Risk,0,True
1022,13379,26,3,572.56,4,3,2,432,Potential Loyalists,1,False
1023,13380,433,1,62.4,1,1,1,111,Hibernating,0,True
1024,13381,32,12,8224.37,4,5,5,455,Champions,1,False
1025,13382,281,5,1387.58,2,4,4,244,At Risk,0,True
1026,13383,544,1,305.28000000000003,1,1,2,112,Hibernating,0,True
1027,13384,31,11,6680.83,4,5,5,455,Champions,1,False
1028,13385,330,1,534.57,2,1,2,212,Hibernating,0,True
1029,13386,414,2,835.46,1,2,3,123,At Risk,0,True
1030,13387,417,1,186.94,1,1,1,111,Hibernating,0,True
1031,13388,131,3,1185.65,3,3,3,333,Potential Loyalists,1,False
1032,13389,11,3,797.96,5,3,3,533,Potential Loyalists,1,False
1033,13390,75,1,544.08,3,1,2,312,Promising,1,False
1034,13391,204,1,59.8,2,1,1,211,Hibernating,1,True
1035,13392,677,1,91.14,1,1,1,111,Hibernating,0,True
1036,13393,584,4,1131.45,1,3,3,133,At Risk,0,True
1037,13394,2,19,6621.7,5,5,5,555,Champions,1,False
1038,13395,185,3,1180.23,3,3,3,333,Potential Loyalists,1,True
1039,13396,29,2,1360.99,4,2,4,424,Potential Loyalists,1,False
1040,13397,73,10,3191.87,3,5,5,355,Loyal Customers,1,False
1041,13398,192,2,670.34,2,2,3,223,At Risk,1,True
1042,13399,464,3,275.4,1,3,1,131,Others,0,True
1043,13400,583,1,310.83,1,1,2,112,Hibernating,0,True
1044,13402,127,4,1226.8500000000001,3,3,4,334,Potential Loyalists,1,False
1045,13403,18,3,229.5,5,3,1,531,Potential Loyalists,1,False
1046,13404,1,2,252.49,5,2,1,521,Potential Loyalists,1,False
1047,13405,74,6,1213.811,3,4,3,343,Loyal Customers,1,False
1048,13406,427,2,568.92,1,2,2,122,At Risk,0,True
1049,13407,579,3,2244.7,1,3,4,134,At Risk,0,True
1050,13408,2,106,50174.782,5,5,5,555,Champions,2,False
1051,13410,24,9,2201.96,4,5,4,454,Champions,1,False
1052,13411,107,1,213.55,3,1,1,311,Promising,1,False
1053,13412,620,1,487.34999999999997,1,1,2,112,Hibernating,0,True
1054,13413,640,6,429.44,1,4,2,142,At Risk,0,True
1055,13414,134,6,2494.14,3,4,4,344,Loyal Customers,1,False
1056,13415,473,4,784.17,1,3,3,133,At Risk,0,True
1057,13416,44,3,940.8000000000001,4,3,3,433,Potential Loyalists,1,False
1058,13417,5,6,1669.49,5,4,4,544,Champions,1,False
1059,13418,12,31,11559.66,5,5,5,555,Champions,1,False
1060,13419,64,1,221.06,3,1,1,311,Promising,1,False
1061,13420,150,2,159.85,3,2,1,321,Potential Loyalists,1,False
1062,13421,40,8,4058.75,4,4,5,445,Champions,1,False
1063,13422,64,1,2626.3,3,1,4,314,Promising,1,False
1064,13423,429,1,217.03,1,1,1,111,Hibernating,0,True
1065,13424,450,1,572.77,1,1,2,112,Hibernating,0,True
1066,13425,108,5,3390.4300000000003,3,4,5,345,Loyal Customers,1,False
1067,13426,1,22,8167.38,5,5,5,555,Champions,1,False
1068,13427,19,6,1006.53,5,4,3,543,Loyal Customers,1,False
1069,13428,10,3,478.54,5,3,2,532,Potential Loyalists,1,False
1070,13429,11,4,1006.8,5,3,3,533,Potential Loyalists,1,False
1071,13430,19,2,679.45,5,2,3,523,Potential Loyalists,1,False
1072,13431,67,8,3316.24,3,4,5,345,Loyal Customers,1,False
1073,13432,571,2,439.1,1,2,2,122,At Risk,0,True
1074,13433,501,4,658.3199999999999,1,3,3,133,At Risk,0,True
1075,13434,74,5,1666.8600000000001,3,4,4,344,Loyal Customers,1,False
1076,13435,5,9,4447.33,5,5,5,555,Champions,1,False
1077,13436,2,1,196.89,5,1,1,511,Recent Customers,1,False
1078,13437,14,7,3408.06,5,4,5,545,Champions,1,False
1079,13438,547,1,46.5,1,1,1,111,Hibernating,0,True
1080,13439,255,3,986.61,2,3,3,233,At Risk,1,True
1081,13440,423,7,1295.25,1,4,4,144,At Risk,0,True
1082,13441,92,2,720.9,3,2,3,323,Potential Loyalists,1,False
1083,13442,667,3,419.87,1,3,2,132,At Risk,0,True
1084,13443,449,6,1273.16,1,4,4,144,At Risk,0,True
1085,13444,374,2,619.08,2,2,3,223,At Risk,0,True
1086,13445,626,1,241.89999999999998,1,1,1,111,Hibernating,0,True
1087,13446,430,11,3881.89,1,5,5,155,At Risk,0,True
1088,13447,23,3,1129.14,4,3,3,433,Potential Loyalists,1,False
1089,13448,17,13,8745.93,5,5,5,555,Champions,1,False
1090,13449,24,1,291.88,4,1,2,412,Recent Customers,1,False
1091,13450,27,13,4120.04,4,5,5,455,Champions,1,False
1092,13451,26,11,7090.06,4,5,5,455,Champions,1,False
1093,13452,259,3,729.8,2,3,3,233,At Risk,0,True
1094,13453,166,3,781.6899999999999,3,3,3,333,Potential Loyalists,1,False
1095,13454,641,1,219.87,1,1,1,111,Hibernating,0,True
1096,13455,25,6,2212.9900000000002,4,4,4,444,Champions,1,False
1097,13456,18,6,1766.72,5,4,4,544,Champions,1,False
1098,13457,689,2,148.22,1,2,1,121,Hibernating,0,True
1099,13458,7,16,11959.27,5,5,5,555,Champions,1,False
1100,13459,625,2,1160.4099999999999,1,2,3,123,At Risk,0,True
1101,13460,29,2,183.44,4,2,1,421,Potential Loyalists,1,False
1102,13461,39,6,4160.0,4,4,5,445,Champions,1,False
1103,13462,253,5,1153.85,2,4,3,243,At Risk,1,True
1104,13464,58,6,3097.64,4,4,5,445,Champions,1,False
1105,13465,446,2,931.12,1,2,3,123,At Risk,0,True
1106,13466,184,5,1013.35,3,4,3,343,Loyal Customers,1,True
1107,13467,11,2,1071.91,5,2,3,523,Potential Loyalists,1,False
1108,13468,2,72,12793.28,5,5,5,555,Champions,1,False
1109,13469,653,1,82.4,1,1,1,111,Hibernating,0,True
1110,13470,99,2,165.0,3,2,1,321,Potential Loyalists,1,False
1111,13471,1,4,2501.84,5,3,4,534,Potential Loyalists,1,False
1112,13472,464,2,592.24,1,2,2,122,At Risk,0,True
1113,13473,61,8,2657.7599999999998,3,4,4,344,Loyal Customers,1,False
1114,13474,236,3,646.59,2,3,3,233,At Risk,1,True
1115,13475,191,4,1431.78,2,3,4,234,At Risk,1,True
1116,13476,179,5,2061.4700000000003,3,4,4,344,Loyal Customers,1,False
1117,13477,38,11,2819.17,4,5,4,454,Champions,1,False
1118,13478,469,5,2215.78,1,4,4,144,At Risk,0,True
1119,13479,201,4,851.37,2,3,3,233,At Risk,1,True
1120,13480,417,2,627.82,1,2,3,123,At Risk,0,True
1121,13481,46,11,3830.84,4,5,5,455,Champions,1,False
1122,13482,232,2,336.09,2,2,2,222,At Risk,1,True
1123,13483,66,1,140.34,3,1,1,311,Promising,1,False
1124,13484,241,3,790.72,2,3,3,233,At Risk,1,True
1125,13485,233,11,3019.2200000000003,2,5,5,255,At Risk,1,True
1126,13486,78,3,1122.41,3,3,3,333,Potential Loyalists,1,False
1127,13487,58,5,846.87,4,4,3,443,Loyal Customers,1,False
1128,13488,17,23,14205.96,5,5,5,555,Champions,1,False
1129,13489,105,4,449.52,3,3,2,332,Potential Loyalists,1,False
1130,13490,654,1,154.25,1,1,1,111,Hibernating,0,True
1131,13491,52,27,4467.66,4,5,5,455,Champions,1,False
1132,13492,136,3,1269.84,3,3,4,334,Potential Loyalists,1,False
1133,13493,275,2,618.63,2,2,3,223,At Risk,0,True
1134,13494,312,1,316.26000000000005,2,1,2,212,Hibernating,0,True
1135,13495,8,10,4863.31,5,5,5,555,Champions,1,False
1136,13496,11,2,653.33,5,2,3,523,Potential Loyalists,1,False
1137,13497,283,6,1166.83,2,4,3,243,At Risk,0,True
1138,13498,730,1,327.38,1,1,2,112,Hibernating,0,True
1139,13499,18,5,1159.11,5,4,3,543,Loyal Customers,1,False
1140,13500,23,4,1466.3,4,3,4,434,Potential Loyalists,1,False
1141,13501,288,3,2885.11,2,3,4,234,At Risk,0,True
1142,13502,17,5,780.5,5,4,3,543,Loyal Customers,1,False
1143,13503,71,6,1859.24,3,4,4,344,Loyal Customers,1,False
1144,13504,64,1,295.93,3,1,2,312,Promising,1,False
1145,13505,73,4,4393.63,3,3,5,335,Potential Loyalists,1,False
1146,13506,316,5,1338.08,2,4,4,244,At Risk,0,True
1147,13507,3,4,2479.16,5,3,4,534,Potential Loyalists,1,False
1148,13508,244,2,287.05,2,2,2,222,At Risk,1,True
1149,13509,9,8,1114.72,5,4,3,543,Loyal Customers,1,False
1150,13510,1,11,4558.29,5,5,5,555,Champions,1,False
1151,13511,677,1,282.76,1,1,1,111,Hibernating,0,True
1152,13512,261,4,713.39,2,3,3,233,At Risk,0,True
1153,13513,127,3,824.59,3,3,3,333,Potential Loyalists,1,False
1154,13514,74,4,815.9000000000001,3,3,3,333,Potential Loyalists,1,False
1155,13515,73,6,1265.82,3,4,4,344,Loyal Customers,1,False
1156,13516,21,4,1685.26,4,3,4,434,Potential Loyalists,1,False
1157,13517,60,3,2128.42,3,3,4,334,Potential Loyalists,1,False
1158,13518,86,1,627.16,3,1,3,313,Promising,1,False
1159,13519,78,2,343.21,3,2,2,322,Potential Loyalists,1,False
1160,13520,59,11,6606.0,4,5,5,455,Champions,1,False
1161,13521,1,3,1071.73,5,3,3,533,Potential Loyalists,1,False
1162,13522,30,1,125.80000000000001,4,1,1,411,Recent Customers,1,False
1163,13523,33,6,4534.57,4,4,5,445,Champions,1,False
1164,13524,41,5,680.1800000000001,4,4,3,443,Loyal Customers,1,False
1165,13525,15,2,628.78,5,2,3,523,Potential Loyalists,1,False
1166,13526,738,2,1182.0,1,2,3,123,At Risk,0,True
1167,13527,34,12,4541.29,4,5,5,455,Champions,1,False
1168,13529,79,2,307.76,3,2,2,322,Potential Loyalists,1,False
1169,13530,634,1,402.97999999999996,1,1,2,112,Hibernating,0,True
1170,13531,205,6,1433.07,2,4,4,244,At Risk,1,True
1171,13532,34,1,210.31,4,1,1,411,Recent Customers,1,False
1172,13533,183,3,269.09,3,3,1,331,Potential Loyalists,1,True
1173,13534,2,35,7720.9,5,5,5,555,Champions,1,False
1174,13535,403,1,89.5,2,1,1,211,Hibernating,0,True
1175,13536,1,7,3444.39,5,4,5,545,Champions,1,False
1176,13537,426,2,717.85,1,2,3,123,At Risk,0,True
1177,13538,43,12,3103.13,4,5,5,455,Champions,1,False
1178,13539,86,7,1569.3600000000001,3,4,4,344,Loyal Customers,1,False
1179,13540,467,3,632.39,1,3,3,133,At Risk,0,True
1180,13541,427,2,785.25,1,2,3,123,At Risk,0,True
1181,13542,377,17,3959.4900000000002,2,5,5,255,At Risk,0,True
1182,13543,634,2,1439.6100000000001,1,2,4,124,At Risk,0,True
1183,13544,40,6,790.2,4,4,3,443,Loyal Customers,1,False
1184,13545,391,2,364.93,2,2,2,222,At Risk,0,True
1185,13546,12,5,1086.24,5,4,3,543,Loyal Customers,1,False
1186,13547,408,1,167.08,2,1,1,211,Hibernating,0,True
1187,13548,96,3,901.44,3,3,3,333,Potential Loyalists,1,False
1188,13549,26,8,1005.8,4,4,3,443,Loyal Customers,1,False
1189,13550,383,1,342.55,2,1,2,212,Hibernating,0,True
1190,13551,319,2,244.2,2,2,1,221,Hibernating,0,True
1191,13552,66,22,6948.92,3,5,5,355,Loyal Customers,1,False
1192,13553,675,1,499.6,1,1,2,112,Hibernating,0,True
1193,13554,380,7,1629.35,2,4,4,244,At Risk,0,True
1194,13555,74,13,8891.84,3,5,5,355,Loyal Customers,1,False
1195,13556,429,2,200.82,1,2,1,121,Hibernating,0,True
1196,13557,28,13,3032.26,4,5,5,455,Champions,1,False
1197,13558,6,4,594.52,5,3,2,532,Potential Loyalists,1,False
1198,13559,513,2,990.0,1,2,3,123,At Risk,0,True
1199,13560,7,1,171.42000000000002,5,1,1,511,Recent Customers,1,False
1200,13561,216,11,1803.4,2,5,4,254,At Risk,1,True
1201,13562,82,8,4838.18,3,4,5,345,Loyal Customers,1,False
1202,13563,84,2,777.53,3,2,3,323,Potential Loyalists,1,False
1203,13564,144,37,16498.97,3,5,5,355,Loyal Customers,1,False
1204,13565,19,3,414.8,5,3,2,532,Potential Loyalists,1,False
1205,13566,41,5,1688.6,4,4,4,444,Champions,1,False
1206,13567,428,4,1079.29,1,3,3,133,At Risk,0,True
1207,13568,173,1,187.05,3,1,1,311,Promising,1,False
1208,13569,17,4,726.54,5,3,3,533,Potential Loyalists,1,False
1209,13570,243,1,239.49,2,1,1,211,Hibernating,1,True
1210,13571,13,26,4537.26,5,5,5,555,Champions,1,False
1211,13572,206,1,1384.25,2,1,4,214,Others,1,True
1212,13573,50,6,904.52,4,4,3,443,Loyal Customers,1,False
1213,13574,411,1,404.45,1,1,2,112,Hibernating,0,True
1214,13575,23,5,732.0699999999999,4,4,3,443,Loyal Customers,1,False
1215,13576,10,28,11202.59,5,5,5,555,Champions,1,False
1216,13577,25,11,3489.28,4,5,5,455,Champions,1,False
1217,13578,409,1,147.66,2,1,1,211,Hibernating,0,True
1218,13579,15,5,1374.34,5,4,4,544,Champions,1,False
1219,13580,406,1,107.75,2,1,1,211,Hibernating,0,True
1220,13581,309,2,280.53000000000003,2,2,1,221,Hibernating,0,True
1221,13582,390,2,241.68,2,2,1,221,Hibernating,0,True
1222,13583,156,2,1445.031,3,2,4,324,Potential Loyalists,1,False
1223,13584,307,3,385.7,2,3,2,232,At Risk,0,True
1224,13585,531,3,684.54,1,3,3,133,At Risk,0,True
1225,13586,541,1,127.28,1,1,1,111,Hibernating,0,True
1226,13587,64,4,1673.5,3,3,4,334,Potential Loyalists,1,False
1227,13588,16,9,2478.95,5,5,4,554,Champions,1,False
1228,13589,15,6,1120.74,5,4,3,543,Loyal Customers,1,False
1229,13590,11,18,6336.04,5,5,5,555,Champions,1,False
1230,13591,65,7,2093.94,3,4,4,344,Loyal Customers,1,False
1231,13592,36,4,247.95999999999998,4,3,1,431,Potential Loyalists,1,False
1232,13593,108,14,5493.29,3,5,5,355,Loyal Customers,1,False
1233,13594,53,2,533.32,4,2,2,422,Potential Loyalists,1,False
1234,13595,517,3,784.48,1,3,3,133,At Risk,0,True
1235,13596,6,2,664.11,5,2,3,523,Potential Loyalists,1,False
1236,13597,400,2,396.71,2,2,2,222,At Risk,0,True
1237,13598,47,5,761.96,4,4,3,443,Loyal Customers,1,False
1238,13599,1,33,9811.04,5,5,5,555,Champions,1,False
1239,13600,312,2,518.42,2,2,2,222,At Risk,0,True
1240,13601,45,4,1159.99,4,3,3,433,Potential Loyalists,1,False
1241,13602,65,4,1025.17,3,3,3,333,Potential Loyalists,1,False
1242,13603,26,1,164.34,4,1,1,411,Recent Customers,1,False
1243,13604,659,1,717.62,1,1,3,113,Others,0,True
1244,13605,387,2,522.67,2,2,2,222,At Risk,0,True
1245,13606,29,3,276.75,4,3,1,431,Potential Loyalists,1,False
1246,13607,40,2,1075.81,4,2,3,423,Potential Loyalists,1,False
1247,13608,541,1,232.05,1,1,1,111,Hibernating,0,True
1248,13609,593,1,167.35,1,1,1,111,Hibernating,0,True
1249,13610,12,14,2103.71,5,5,4,554,Champions,1,False
1250,13611,89,10,3297.9300000000003,3,5,5,355,Loyal Customers,1,False
1251,13612,633,1,818.29,1,1,3,113,Others,0,True
1252,13613,453,5,1039.8500000000001,1,4,3,143,At Risk,0,True
1253,13614,24,6,2332.74,4,4,4,444,Champions,1,False
1254,13615,319,8,6272.53,2,4,5,245,At Risk,0,True
1255,13616,568,2,283.85,1,2,1,121,Hibernating,0,True
1256,13617,40,8,1278.75,4,4,4,444,Champions,1,False
1257,13618,174,1,177.34,3,1,1,311,Promising,1,False
1258,13619,545,2,224.94,1,2,1,121,Hibernating,0,True
1259,13620,528,1,112.34,1,1,1,111,Hibernating,0,True
1260,13621,117,1,213.85,3,1,1,311,Promising,1,False
1261,13622,696,1,658.95,1,1,3,113,Others,0,True
1262,13623,31,10,2533.06,4,5,4,454,Champions,1,False
1263,13624,388,1,462.08,2,1,2,212,Hibernating,0,True
1264,13625,597,1,301.26,1,1,2,112,Hibernating,0,True
1265,13626,253,2,707.04,2,2,3,223,At Risk,1,True
1266,13627,59,7,2245.9,4,4,4,444,Champions,1,False
1267,13628,676,1,310.14,1,1,2,112,Hibernating,0,True
1268,13629,23,19,13370.86,4,5,5,455,Champions,1,False
1269,13630,5,7,2031.78,5,4,4,544,Champions,1,False
1270,13631,100,11,3070.42,3,5,5,355,Loyal Customers,1,False
1271,13632,25,8,3645.81,4,4,5,445,Champions,1,False
1272,13634,33,16,5033.77,4,5,5,455,Champions,1,False
1273,13635,68,4,2999.16,3,3,5,335,Potential Loyalists,1,False
1274,13636,37,5,949.12,4,4,3,443,Loyal Customers,1,False
1275,13637,52,3,804.3,4,3,3,433,Potential Loyalists,1,False
1276,13638,16,1,122.64,5,1,1,511,Recent Customers,1,False
1277,13639,74,2,1346.27,3,2,4,324,Potential Loyalists,1,False
1278,13640,611,1,405.0,1,1,2,112,Hibernating,0,True
1279,13641,641,5,1016.47,1,4,3,143,At Risk,0,True
1280,13642,216,4,472.2,2,3,2,232,At Risk,1,True
1281,13643,31,10,2156.77,4,5,4,454,Champions,1,False
1282,13644,16,4,2624.26,5,3,4,534,Potential Loyalists,1,False
1283,13645,120,1,252.1,3,1,1,311,Promising,1,False
1284,13646,400,2,326.25,2,2,2,222,At Risk,0,True
1285,13647,10,8,3041.68,5,4,5,545,Champions,1,False
1286,13648,400,8,1764.02,2,4,4,244,At Risk,0,True
1287,13649,257,6,1453.68,2,4,4,244,At Risk,1,True
1288,13650,17,10,3288.0,5,5,5,555,Champions,1,False
1289,13651,35,3,226.85,4,3,1,431,Potential Loyalists,1,False
1290,13652,46,5,2262.05,4,4,4,444,Champions,1,False
1291,13653,488,1,152.2,1,1,1,111,Hibernating,0,True
1292,13654,43,11,6308.0,4,5,5,455,Champions,1,False
1293,13655,114,6,2280.51,3,4,4,344,Loyal Customers,1,False
1294,13656,165,4,1078.85,3,3,3,333,Potential Loyalists,1,False
1295,13657,11,2,382.14,5,2,2,522,Potential Loyalists,1,False
1296,13658,10,9,6025.5,5,5,5,555,Champions,1,False
1297,13659,206,12,4884.68,2,5,5,255,At Risk,1,True
1298,13660,400,1,306.64,2,1,2,212,Hibernating,0,True
1299,13661,603,1,325.24,1,1,2,112,Hibernating,0,True
1300,13662,86,11,2233.61,3,5,4,354,Loyal Customers,1,False
1301,13663,179,5,2047.51,3,4,4,344,Loyal Customers,1,False
1302,13665,386,3,1711.6599999999999,2,3,4,234,At Risk,0,True
1303,13666,60,5,127.89999999999999,3,4,1,341,Loyal Customers,1,False
1304,13667,149,1,299.05,3,1,2,312,Promising,1,False
1305,13668,3,35,12948.48,5,5,5,555,Champions,1,False
1306,13669,51,3,413.55,4,3,2,432,Potential Loyalists,1,False
1307,13670,75,1,349.7,3,1,2,312,Promising,1,False
1308,13671,395,1,172.6,2,1,1,211,Hibernating,0,True
1309,13672,301,3,419.92,2,3,2,232,At Risk,0,True
1310,13673,19,2,387.44,5,2,2,522,Potential Loyalists,1,False
1311,13674,433,1,240.68,1,1,1,111,Hibernating,0,True
1312,13675,151,2,486.82000000000005,3,2,2,322,Potential Loyalists,1,False
1313,13676,539,2,243.9,1,2,1,121,Hibernating,0,True
1314,13677,405,2,551.24,2,2,2,222,At Risk,0,True
1315,13678,152,1,232.6,3,1,1,311,Promising,1,False
1316,13679,494,3,281.26,1,3,1,131,Others,0,True
1317,13680,1,12,11419.67,5,5,5,555,Champions,1,False
1318,13681,18,4,827.83,5,3,3,533,Potential Loyalists,1,False
1319,13682,187,1,59.5,3,1,1,311,Promising,1,True
1320,13683,458,1,258.6,1,1,1,111,Hibernating,0,True
1321,13684,286,4,594.88,2,3,2,232,At Risk,0,True
1322,13685,3,7,3119.44,5,4,5,545,Champions,1,False
1323,13686,183,3,409.04,3,3,2,332,Potential Loyalists,1,True
1324,13687,438,1,11880.84,1,1,5,115,Others,0,True
1325,13688,635,1,375.5,1,1,2,112,Hibernating,0,True
1326,13689,63,2,1259.5,3,2,4,324,Potential Loyalists,1,False
1327,13690,59,1,172.25,4,1,1,411,Recent Customers,1,False
1328,13691,396,1,212.78,2,1,1,211,Hibernating,0,True
1329,13692,25,5,3114.4,4,4,5,445,Champions,1,False
1330,13693,374,9,2011.82,2,5,4,254,At Risk,0,True
1331,13694,4,143,195640.69,5,5,5,555,Champions,2,False
1332,13695,31,16,2770.73,4,5,4,454,Champions,1,False
1333,13696,422,3,2020.4,1,3,4,134,At Risk,0,True
1334,13697,39,1,151.29999999999998,4,1,1,411,Recent Customers,1,False
1335,13698,597,2,451.73,1,2,2,122,At Risk,0,True
1336,13699,155,2,764.15,3,2,3,323,Potential Loyalists,1,False
1337,13700,26,13,2596.9700000000003,4,5,4,454,Champions,1,False
1338,13701,447,1,161.0,1,1,1,111,Hibernating,0,True
1339,13702,446,1,135.18,1,1,1,111,Hibernating,0,True
1340,13703,318,2,425.56,2,2,2,222,At Risk,0,True
1341,13704,5,9,2308.06,5,5,4,554,Champions,1,False
1342,13705,8,7,1717.19,5,4,4,544,Champions,1,False
1343,13706,303,2,631.17,2,2,3,223,At Risk,0,True
1344,13707,267,5,3365.86,2,4,5,245,At Risk,0,True
1345,13708,271,1,285.33,2,1,1,211,Hibernating,0,True
1346,13709,4,18,7571.35,5,5,5,555,Champions,1,False
1347,13710,32,3,509.52,4,3,2,432,Potential Loyalists,1,False
1348,13711,219,9,1792.26,2,5,4,254,At Risk,1,True
1349,13712,247,2,766.42,2,2,3,223,At Risk,1,True
1350,13713,408,3,740.76,2,3,3,233,At Risk,0,True
1351,13714,465,1,161.35,1,1,1,111,Hibernating,0,True
1352,13715,281,17,8153.04,2,5,5,255,At Risk,1,True
1353,13716,269,1,138.28,2,1,1,211,Hibernating,0,True
1354,13717,32,8,1763.3,4,4,4,444,Champions,1,False
1355,13718,246,2,306.55,2,2,2,222,At Risk,1,True
1356,13719,15,11,2783.08,5,5,4,554,Champions,1,False
1357,13720,117,4,799.9,3,3,3,333,Potential Loyalists,1,False
1358,13721,36,2,741.54,4,2,3,423,Potential Loyalists,1,False
1359,13722,132,10,5635.41,3,5,5,355,Loyal Customers,1,False
1360,13723,217,6,1194.08,2,4,3,243,At Risk,1,True
1361,13724,637,1,213.01,1,1,1,111,Hibernating,0,True
1362,13725,50,8,1980.56,4,4,4,444,Champions,1,False
1363,13726,39,2,1079.6599999999999,4,2,3,423,Potential Loyalists,1,False
1364,13727,29,8,1074.15,4,4,3,443,Loyal Customers,1,False
1365,13728,37,16,2855.17,4,5,4,454,Champions,1,False
1366,13729,436,3,724.73,1,3,3,133,At Risk,0,True
1367,13730,136,2,752.6,3,2,3,323,Potential Loyalists,1,False
1368,13731,219,2,610.59,2,2,3,223,At Risk,1,True
1369,13732,28,1,491.86,4,1,2,412,Recent Customers,1,False
1370,13733,411,2,487.03000000000003,1,2,2,122,At Risk,0,True
1371,13734,509,4,6695.6900000000005,1,3,5,135,At Risk,0,True
1372,13735,25,13,9762.77,4,5,5,455,Champions,1,False
1373,13736,5,7,2752.47,5,4,4,544,Champions,1,False
1374,13737,200,1,339.59999999999997,2,1,2,212,Hibernating,1,True
1375,13738,396,1,434.78000000000003,2,1,2,212,Hibernating,0,True
1376,13739,18,2,292.2,5,2,2,522,Potential Loyalists,1,False
1377,13740,241,5,1582.77,2,4,4,244,At Risk,1,True
1378,13741,72,3,668.4300000000001,3,3,3,333,Potential Loyalists,1,False
1379,13742,17,12,3107.87,5,5,5,555,Champions,1,False
1380,13743,3,7,1341.6,5,4,4,544,Champions,1,False
1381,13744,95,2,1080.52,3,2,3,323,Potential Loyalists,1,False
1382,13745,162,2,777.36,3,2,3,323,Potential Loyalists,1,False
1383,13746,414,1,176.69,1,1,1,111,Hibernating,0,True
1384,13747,374,2,169.79999999999998,2,2,1,221,Hibernating,0,True
1385,13748,96,9,2064.35,3,5,4,354,Loyal Customers,1,False
1386,13750,54,11,3602.1800000000003,4,5,5,455,Champions,1,False
1387,13751,288,1,296.25,2,1,2,212,Hibernating,0,True
1388,13752,124,7,1579.8300000000002,3,4,4,344,Loyal Customers,1,False
1389,13753,288,4,2094.57,2,3,4,234,At Risk,0,True
1390,13754,152,3,447.05,3,3,2,332,Potential Loyalists,1,False
1391,13755,4,9,2108.06,5,5,4,554,Champions,1,False
1392,13756,2,23,8655.95,5,5,5,555,Champions,1,False
1393,13757,675,1,195.55,1,1,1,111,Hibernating,0,True
1394,13758,12,15,8698.13,5,5,5,555,Champions,1,False
1395,13759,33,2,659.4100000000001,4,2,3,423,Potential Loyalists,1,False
1396,13760,54,5,1363.6399999999999,4,4,4,444,Champions,1,False
1397,13761,50,6,1952.17,4,4,4,444,Champions,1,False
1398,13762,219,5,2472.48,2,4,4,244,At Risk,1,True
1399,13763,63,3,5217.4400000000005,3,3,5,335,Potential Loyalists,1,False
1400,13764,71,6,2919.62,3,4,5,345,Loyal Customers,1,False
1401,13765,653,1,352.821,1,1,2,112,Hibernating,0,True
1402,13766,495,1,190.35,1,1,1,111,Hibernating,0,True
1403,13767,2,73,33903.57,5,5,5,555,Champions,2,False
1404,13768,727,2,875.97,1,2,3,123,At Risk,0,True
1405,13769,2,20,5478.12,5,5,5,555,Champions,1,False
1406,13770,422,4,785.37,1,3,3,133,At Risk,0,True
1407,13771,64,9,5728.82,3,5,5,355,Loyal Customers,1,False
1408,13772,34,8,3100.02,4,4,5,445,Champions,1,False
1409,13773,397,2,301.54,2,2,2,222,At Risk,0,True
1410,13774,82,1,345.0,3,1,2,312,Promising,1,False
1411,13775,591,1,1049.66,1,1,3,113,Others,0,True
1412,13776,428,2,623.98,1,2,3,123,At Risk,0,True
1413,13777,1,61,49638.26,5,5,5,555,Champions,2,False
1414,13778,103,4,1124.49,3,3,3,333,Potential Loyalists,1,False
1415,13779,516,1,161.13,1,1,1,111,Hibernating,0,True
